patric_id,530F,530M,77F,77M,78F,78M,MG1655F,MG1655F,feature.gene_id,feature.product
fig|511145.12.peg.3556,24.1275,30.941,4.75018,56.3361,20.5217,60.2041,7.73498,86.0574,947964,"Leucine-specific ABC transporter, substrate-binding protein LivK (TC 3.A.1.4.1)"
fig|511145.12.peg.1284,632.339,341.518,101.987,108.864,296.001,256.838,137.192,86.09,945730,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
fig|511145.12.peg.3957,137.41,158.485,131.897,140.246,163.224,130.267,109.833,86.1299,948326,3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98)
fig|511145.12.peg.549,49.7467,62.6025,59.3526,157.713,79.1656,36.3691,92.0501,86.1388,945158,Uncharacterized S4 RNA-binding-domain protein YbcJ
fig|511145.12.peg.1850,844.674,1312.09,637.682,512.178,2317.79,1063.53,149.892,86.141,947074,Uncharacterized protein YeaC
fig|511145.12.peg.4051,72.5796,26.1246,81.446,96.7256,50.5216,64.3114,62.1736,86.1739,948428,Cell division protein FtsN
fig|511145.12.peg.2027,34.8079,12.1698,103.366,67.7113,0,0.768951,39.4971,86.1946,946462,Flagellar biosynthesis protein FliP
fig|511145.12.peg.1797,64.3523,251.531,93.4157,132.006,119.554,151.315,124.644,86.2234,945140,Putative membrane protein YniB
fig|511145.12.peg.4425,0,0,105.998,96.5007,52.079,34.6577,89.0081,86.3791,949104,Iron(III) dicitrate transmembrane sensor protein FecR
fig|511145.12.peg.2775,78.4412,53.7224,81.5323,69.1304,66.6891,83.6956,63.3188,86.4156,945093,Inner membrane protein YgaZ
fig|511145.12.peg.1976,299.054,458.806,7.1354,12.3279,144.81,134.862,113.883,86.466,946404,Universal stress protein C
fig|511145.12.peg.4247,218.107,217.368,0,3.64456,26.5497,4.26835,344.468,86.4959,948627,Transcriptional regulator of catabolic arginine decarboxylase (adiA)
fig|511145.12.peg.3428,0,0,103.085,81.8527,126.878,100.56,77.8201,86.5278,947840,Leader peptidase HopD
fig|511145.12.peg.2385,94.4635,92.7278,52.9245,62.3951,106.237,71.8559,86.5071,86.6328,946771,5'-deoxynucleotidase YfbR (EC 3.1.3.89)
fig|511145.12.peg.3980,74.9065,30.0897,85.5547,58.8003,76.0325,89.1054,102.92,86.8082,948361,"Nitrogen regulation protein NR(I), GlnG (=NtrC)"
fig|511145.12.peg.2340,86.2045,115.664,102.853,79.9815,120.892,90.86,157.267,87.0217,945478,"ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase paralog YfaY, no functional activity"
fig|511145.12.peg.3845,2.31227,1.71428,77.5779,90.0584,31.6328,65.3308,61.8839,87.0369,948236,"PTS system, beta-glucoside-specific IIB component / PTS system, beta-glucoside-specific IIC component / PTS system, beta-glucoside-specific IIA component"
fig|511145.12.peg.2049,16.4115,123.199,29.2988,31.5127,75.1051,154.849,76.5811,87.0483,946486,Putative two-component system response regulator YedW
fig|511145.12.peg.641,76.1179,98.6944,97.5181,83.6683,102.991,83.7917,88.4669,87.2226,949065,Ribonuclease I precursor (EC 3.1.27.6)
fig|511145.12.peg.3329,52.6093,43.758,97.4018,121.153,38.3557,74.5936,88.5999,87.3943,947821,Cell division protein ZapE
fig|511145.12.peg.2204,31.3057,43.3602,53.6391,60.2936,61.2387,56.5378,66.6744,87.4746,949024,Two-component transcriptional response regulator BtsR
fig|511145.12.peg.4008,55.4083,57.9103,106.893,103.444,521.134,207.362,80.1997,87.6148,948394,Formate dehydrogenase O alpha subunit (EC 1.2.1.2) @ selenocysteine-containing
fig|511145.12.peg.2063,46.398,21.7528,46.1541,53.758,68.1088,516.253,79.861,87.9713,946502,Alkanesulfonate utilization operon LysR-family regulator Cbl
fig|511145.12.peg.854,48.4598,62.8531,103.84,114.085,153.616,109.624,293.126,88.1396,945454,Molybdopterin molybdenumtransferase (EC 2.10.1.1)
fig|511145.12.peg.1341,45.8042,45.2918,72.7357,29.1027,151.362,1307.33,65.9381,88.16,945859,Uncharacterized protein YciW
fig|511145.12.peg.1851,103.84,252.352,378.089,338.979,922.799,562.256,111.898,88.1779,947188,Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)
fig|511145.12.peg.3926,130.691,109.457,190.721,196.093,219.436,149.111,128.581,88.2806,948359,Uncharacterized DUF484 protein YigA
fig|511145.12.peg.1495,0,95.4578,0,40.3838,41.2049,0,118.315,88.3248,4056028,Mobile element protein
fig|511145.12.peg.4255,21.9051,38.5338,31.3442,38.3098,82.1447,72.5136,45.9152,88.3978,948640,Fumarate respiration two-component response regulator DcuR
fig|511145.12.peg.920,99.3445,76.3423,175.882,200.617,157.766,129.826,91.0804,88.4835,945102,DNA translocase FtsK
fig|511145.12.peg.473,54.1319,65.5021,6.98589,36.301,65.1002,76.7456,102.615,88.53,945094,DNA base-flipping protein
fig|511145.12.peg.3103,93.4233,137.522,42.8159,49.8135,83.3671,83.294,131.305,88.5522,947490,DedA family inner membrane protein YghB
fig|511145.12.peg.3528,151.077,179.634,32.2314,39.0138,70.2834,197.649,63.5202,88.6717,947941,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)"
fig|511145.12.peg.4202,51.4136,67.0414,45.7789,60.5311,84.3882,100.201,90.1735,88.7163,948586,Uncharacterized protein YjcO
fig|511145.12.peg.4369,168.588,74.3489,362.052,137.304,87.4848,107.787,82.3014,88.7421,948755,"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)"
fig|511145.12.peg.1866,83.8196,88.7374,13.5183,28.4452,86.9092,95.1466,109.595,88.7892,945675,FIG016027: protein of unknown function YeaO
fig|511145.12.peg.4532,320.96,498.328,69.7897,57.5801,174.91,133.286,103.656,88.9656,945654,Purine nucleoside phosphorylase (EC 2.4.2.1)
fig|511145.12.peg.3029,353.653,400.21,281.068,237.589,319.308,189.176,113.354,88.9715,947420,Transketolase (EC 2.2.1.1)
fig|511145.12.peg.492,70.8761,75.4383,130.642,138.175,49.5328,67.0402,70.9324,89.0179,945100,Recombination protein RecR
fig|511145.12.peg.3917,116.203,78.9756,49.8222,69.9555,80.4532,69.3259,86.6006,89.0804,948311,Uncharacterized protein EC-HemY in Proteobacteria (unrelated to HemY-type PPO in GramPositives)
fig|511145.12.peg.2399,49.201,63.3372,96.1339,93.0108,67.949,59.9132,85.2973,89.1949,946784,"Cell division inhibitor Slr1223 (YfcH in EC), contains epimerase/dehydratase and DUF1731 domains"
fig|511145.12.peg.3636,73.0766,46.5126,35.8645,37.2985,50.4893,62.7443,118.085,89.3747,948041,2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)
fig|511145.12.peg.1178,187.861,35.8576,244.536,235.557,67.6256,75.3229,62.9285,89.4774,945695,Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)
fig|511145.12.peg.2446,0,0.575496,288.711,290.782,100.58,115.714,80.9424,89.4873,949098,Bactoprenol glucosyl transferase
fig|511145.12.peg.2295,22.0164,24.8827,14.561,4.73185,66.4479,41.08,43.9678,89.4997,947093,Periplasmic nitrate reductase (EC 1.7.99.4)
fig|511145.12.peg.1637,95.6707,85.5659,0,17.9268,88.9949,32.5529,93.8504,89.5944,948308,RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)
fig|511145.12.peg.1103,43.1876,31.2996,511.313,469.138,76.1444,96.4156,74.8064,89.6059,945022,DNA-damage-inducible protein I
fig|511145.12.peg.2384,176.74,113.098,111.044,76.2991,128.633,49.7207,154.079,89.7169,946772,Alanine transaminase (EC 2.6.1.2)
fig|511145.12.peg.1673,623.064,226.449,55.5151,103.994,225.162,440.908,56.3009,89.8169,946144,NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)
fig|511145.12.peg.1149,348.578,526.602,49.494,63.3498,113.616,105.995,150.37,89.9468,948536,"Lipoprotein YcfM, part of a salvage pathway of unknown substrate"
fig|511145.12.peg.1825,64.2995,53.777,15.9649,13.9798,46.0417,98.363,79.1231,89.9647,946269,DedA family inner membrane protein YdjZ
fig|511145.12.peg.2701,88.4886,104.563,94.2532,71.9818,141.56,230.284,102.703,90.0174,947090,Uncharacterized protein YfiR
fig|511145.12.peg.280,0,0,44.9163,94.4564,102.58,83.6061,66.6083,90.1136,944951,IS1 protein InsA
fig|511145.12.peg.783,301.224,200.391,444.329,223.829,171.449,144.079,142.891,90.2884,945358,Galactokinase (EC 2.7.1.6)
fig|511145.12.peg.1633,142.192,152.684,140.36,102.388,209.03,132.138,129.033,90.3564,946109,Antitoxin Rem
fig|511145.12.peg.440,26.7996,16.0258,166.359,179.802,28.543,52.8412,50.1702,90.4503,945067,tRNA 4-thiouridine synthase (EC 2.8.1.4) / Rhodanese-like domain required for thiamine synthesis
fig|511145.12.peg.1240,431.143,318.983,56.6041,29.9478,1.05385,2.65887,117.046,90.5707,947609,Flagellar brake protein YcgR
fig|511145.12.peg.983,48.0372,53.725,136.496,174.831,63.5976,45.3387,79.9353,90.7284,945566,Bis-ABC ATPase Uup
fig|511145.12.peg.1861,19.2024,92.6667,33.6183,69.3729,26.0162,40.3016,107.339,90.7835,946294,Uncharacterized protein YoaI
fig|511145.12.peg.2518,90.7395,259.687,66.7512,41.8695,253.56,409.157,75.6353,90.7924,2847743,Sulfate transport system permease protein CysW
fig|511145.12.peg.3047,38.3847,45.2769,61.2306,73.6126,39.4813,36.3438,20.2823,90.9663,947424,UPF0235 protein VC0458
fig|511145.12.peg.906,250.649,480.255,55.8823,44.3848,99.5122,84.9067,111.103,91.2032,946025,Virulence factor VirK
fig|511145.12.peg.52,50.3439,28.8581,106.475,104.478,59.005,76.1424,86.9355,91.2991,944939,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)
fig|511145.12.peg.1276,36.7486,30.7447,3.6615,2.63105,127.741,85.3052,1087.76,91.4869,945782,Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
fig|511145.12.peg.1437,0,0,0,0,0,0,47.4741,91.6597,0,hypothetical protein
fig|511145.12.peg.3148,384.965,45.1438,110.194,173.857,41.9609,181.498,62.1593,91.7422,947555,Arylsulfatase (EC 3.1.6.1)
fig|511145.12.peg.19,0,0,176.641,123.599,178.073,197.332,114.631,91.7928,948449,IS1 protein InsA
fig|511145.12.peg.3750,0,0,122.861,126.759,123.63,131.034,92.404,91.8958,948150,Lipopolysaccharide core heptose(I) kinase RfaP
fig|511145.12.peg.3563,77.8591,34.3433,87.7737,106.566,78.4932,60.5981,53.0459,91.9274,947978,Signal recognition particle receptor FtsY
fig|511145.12.peg.3740,106.117,79.1993,169.284,117.009,132.78,122.503,178.926,91.9633,948135,ADP-heptose--lipooligosaccharide heptosyltransferase II
fig|511145.12.peg.1899,25.5316,28.8391,198.727,206.661,30.8376,55.0514,63.2275,92.0926,946340,23S rRNA (guanine(745)-N(1))-methyltransferase (EC 2.1.1.187)
fig|511145.12.peg.1731,112.806,82.6737,132.941,161.982,90.5283,151.402,80.8356,92.1474,945226,Purine nucleotide synthesis repressor
fig|511145.12.peg.1815,673.552,390.89,153.176,163.949,78.9332,172.614,44.2028,92.2673,946253,Spheroplast protein Y
fig|511145.12.peg.742,309.102,518.482,109.818,110.503,418.848,263.212,245.215,92.3922,945317,Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)
fig|511145.12.peg.2714,63.9503,151.629,386.236,367.018,67.6425,52.7461,77.6342,92.8049,947105,DNA repair protein RecN
fig|511145.12.peg.2324,239.197,169.235,1022.69,771.416,198.08,134.403,146.165,93.0656,946732,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)"
fig|511145.12.peg.4507,140.61,100.516,190.66,178.975,91.0903,118.998,105.756,93.2157,948887,Putative glycoprotein/receptor
fig|511145.12.peg.893,255.93,111.754,442.011,252.936,232.308,256.139,223.341,93.3139,945489,"Arginine ABC transporter, ATP-binding protein ArtP"
fig|511145.12.peg.2956,15.452,3.1643,70.121,84.6104,187.816,153.711,126.931,93.3981,0,Uncharacterized protein YgeP
fig|511145.12.peg.421,28.5912,24.24,218.658,281.495,33.919,94.1016,68.6915,93.4215,944905,S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)
fig|511145.12.peg.2831,80.8743,0,0,59.8641,0,0,0,93.7248,0,hypothetical protein
fig|511145.12.peg.26,99.4163,99.5499,172.331,185.797,130.934,126.679,117.426,93.7936,944777,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
fig|511145.12.peg.1998,283.581,203.447,65.3186,73.4436,141.241,103.532,103.804,93.8374,946421,N-(3-oxohexanoyl)-L-homoserine lactone-binding transcriptional activator @ N-(3-oxooctanoyl)-L-homoserine lactone-binding transcriptional activator
fig|511145.12.peg.2688,93.5325,63.3777,80.222,102.39,91.4196,99.704,117.143,94.5273,947059,CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)
fig|511145.12.peg.1251,74.9467,96.1551,268.428,273.019,64.5124,62.1035,64.6435,94.9139,945769,GTP-binding and nucleic acid-binding protein YchF
fig|511145.12.peg.399,48.7336,63.3655,68.2048,103.361,125.948,112.576,122.685,95.0345,945033,Protein YaiI
fig|511145.12.peg.1257,97.09,73.6874,101.653,112.84,98.7323,81.1491,78.3105,95.1152,945775,Outer membrane lipoprotein component of lipoprotein transport system LolB
fig|511145.12.peg.3652,283.129,71.5542,150.121,207.013,253.678,72.7385,180.977,95.1288,948056,"Dipeptide ABC transporter, ATP-binding protein DppF (TC 3.A.1.5.2)"
fig|511145.12.peg.1312,62.1474,34.8697,46.0093,59.1604,246.584,56.3128,64.0324,95.2136,945519,Indole-3-glycerol phosphate synthase (EC 4.1.1.48) / Phosphoribosylanthranilate isomerase (EC 5.3.1.24)
fig|511145.12.peg.3112,74.523,61.7982,110.759,102.205,85.0872,103.648,103.514,95.2818,947496,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51) @ Acyl-ACP:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.n4)
fig|511145.12.peg.3719,109.33,204.299,101.504,65.7573,145.536,120.929,134.969,95.6567,948116,Mannitol operon repressor
fig|511145.12.peg.823,15.2711,16.5592,406.219,421.12,40.6576,89.8908,64.9291,95.6631,945425,ATP-dependent RNA helicase RhlE (EC 3.6.4.13)
fig|511145.12.peg.3978,103.416,100.268,73.4768,81.4449,71.4825,68.7291,162.659,95.6779,948362,"Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)"
fig|511145.12.peg.894,588.537,538.707,20.7947,27.2859,106.208,80.2844,130.062,95.846,945491,Uncharacterized lipoprotein YbjP
fig|511145.12.peg.1438,604.182,1174.53,44.3599,44.4444,1217.24,447.734,79.3127,95.9816,945948,Universal stress protein F
fig|511145.12.peg.3449,125.076,144.327,84.7025,89.2426,111.502,90.5751,112.745,96.2844,947862,"Phosphoribulokinase homolog, function unknown"
fig|511145.12.peg.33,134.667,301.278,32.8984,23.9299,106.362,91.8149,101.29,96.5746,944795,Transcriptional activatory protein CaiF
fig|511145.12.peg.2088,89.3821,109.85,95.725,117.116,169.169,106.838,129.829,96.7472,946529,Exodeoxyribonuclease I (EC 3.1.11.1)
fig|511145.12.peg.252,0,0,0,0,0,0,115.604,96.8378,946846,Uncharacterized protein YkfB
fig|511145.12.peg.3792,109.37,480.144,115.205,172.058,202.693,263.742,83.2432,96.8953,948183,Acetolactate synthase small subunit (EC 2.2.1.6)
fig|511145.12.peg.489,18.5806,10.6332,171.293,174.992,36.6358,62.246,80.998,96.9153,945113,Adenine phosphoribosyltransferase (EC 2.4.2.7)
fig|511145.12.peg.2190,319.677,453.698,132.46,176.065,180.938,116.267,156.262,97.0708,946627,[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)
fig|511145.12.peg.3479,136.714,130.425,90.5715,87.5541,137.684,89.6945,121.199,97.2233,947896,Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
fig|511145.12.peg.269,0,0,65.2828,30.5102,59.0264,52.8915,36.7697,97.4967,0,COG2963: Transposase and inactivated derivatives
fig|511145.12.peg.867,110.199,91.5155,82.1353,79.971,81.9491,102.905,90.3426,97.6374,945453,Deoxyribose operon repressor DeoR
fig|511145.12.peg.2389,94.5976,247.295,48.8532,107.142,65.6938,59.935,85.4125,97.6902,946774,UPF0208 membrane protein YfbV
fig|511145.12.peg.5,67.1113,68.3784,87.846,93.1531,86.7355,85.4143,112.584,97.7123,944749,UPF0246 protein YaaA
fig|511145.12.peg.2271,52.2794,62.3946,168.125,194.731,123.747,117.362,119.558,97.7952,945378,SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)
fig|511145.12.peg.3035,1895.19,3361.88,114.724,112.63,194.25,31.8586,350.959,98.4556,945389,S-adenosylmethionine synthetase (EC 2.5.1.6)
fig|511145.12.peg.2693,40.6978,66.7599,158.314,180.877,85.6095,75.2504,82.9769,98.5867,947089,FIG00003370: Multicopper polyphenol oxidase
fig|511145.12.peg.3125,94.5266,111.821,75.3759,108.448,100.837,71.2834,124.648,98.6306,947518,Uncharacterized protein YqiB
fig|511145.12.peg.2699,182.353,139.676,177.022,230.8,56.6817,234.619,49.7391,98.6868,947084,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)
fig|511145.12.peg.1853,348.94,163.087,82.9839,70.5171,382.957,245.704,151.92,98.7252,946572,Aldose 1-epimerase family protein YeaD
fig|511145.12.peg.2821,137.915,166.141,16.9601,19.206,76.8218,59.5498,136.568,98.9307,947189,[NiFe] hydrogenase metallocenter assembly protein HypD
fig|511145.12.peg.1647,12.6796,0,0,0,0,0,21.7835,99.0001,946102,"Uncharacterized protein, YdfD family"
fig|511145.12.peg.717,206.37,246.451,156.367,150.405,165.455,157.96,132.973,99.0137,945271,Phosphoglucomutase (EC 5.4.2.2)
fig|511145.12.peg.1120,479.222,207.462,555.137,300.338,9.16099,2.05197,310.708,99.1902,945639,Flagellar basal-body rod protein FlgF
fig|511145.12.peg.2421,131.441,31.756,106.76,150.946,54.8723,49.1397,69.9555,99.449,946804,Uncharacterized protein YfcL
fig|511145.12.peg.3106,265.481,232.383,45.9338,47.4957,174.952,118.797,147.383,99.4929,947493,NADPH-dependent broad range aldehyde dehydrogenase YqhD
fig|511145.12.peg.1325,43.4836,0,0,35.6996,0,48.297,0,99.4943,1450256,hypothetical protein
fig|511145.12.peg.2613,189.513,137.187,382.902,327.188,301.48,312.84,216.049,99.7617,946989,Histidyl-tRNA synthetase (EC 6.1.1.21)
fig|511145.12.peg.2573,138.871,146.343,157.782,143.887,147.166,144.723,128.94,99.7668,946954,Outer membrane beta-barrel assembly protein BamC
fig|511145.12.peg.2567,128.864,90.2501,93.442,164.6,165.88,156.866,122,99.9702,1450286,UPF0370 protein YpfN
fig|511145.12.peg.2612,107.781,72.2197,230.017,181.649,166.337,146.617,94.6906,100.034,946981,UPF0070 protein YfgM
fig|511145.12.peg.2109,0,0,89.9515,91.6163,140.609,139.76,108.116,100.211,946555,Putative glycosyltransferase WbbK
fig|511145.12.peg.2333,0,0,0,0,0,0,43.257,100.284,0,hypothetical protein
fig|511145.12.peg.3526,223.604,331.798,30.7324,49.3376,94.5316,136.894,43.4634,100.808,947932,"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)"
fig|511145.12.peg.2702,29.0383,48.0041,58.7469,91.6272,67.1232,123.245,67.0408,100.829,947091,Diguanylate cyclase (EC 2.7.7.65) => DgcN
fig|511145.12.peg.2253,63.7539,172.816,18.9391,24.9819,269.164,78.3436,176.951,101.168,946676,1-phosphofructokinase (EC 2.7.1.56)
fig|511145.12.peg.1854,52.0053,89.6654,52.9799,75.7548,57.6135,72.8793,54.9791,101.259,946302,"Putative oxidoreductase YeaE, aldo/keto reductase family"
fig|511145.12.peg.1123,182.775,56.7579,219.729,126.747,2.54047,4.33567,107.093,101.404,947534,Flagellar P-ring protein FlgI
fig|511145.12.peg.1967,478.504,188.852,54.8458,47.6981,1.75673,0.605211,92.4088,101.459,946399,Methyl-accepting chemotaxis protein II (aspartate chemoreceptor protein)
fig|511145.12.peg.671,80.1579,70.4815,205.104,240.782,86.7377,116.625,112.817,101.497,947573,DNA polymerase III delta subunit (EC 2.7.7.7)
fig|511145.12.peg.4092,104.518,28.5533,232.498,263.625,33.7344,142.664,159.395,101.503,0,hypothetical protein
fig|511145.12.peg.3322,79.3784,88.2825,44.5092,50.7563,107.303,70.2441,112.156,101.848,945468,Transcriptional regulator NanR
fig|511145.12.peg.3685,76.2573,22.8449,100.275,110.807,36.5869,68.3801,71.948,101.876,948089,BAX protein
fig|511145.12.peg.2820,77.4224,60.0589,20.0333,5.44643,235.903,149.916,260.864,102.09,947192,[NiFe] hydrogenase metallocenter assembly protein HypC
fig|511145.12.peg.2989,71.3157,126.77,120.675,135.683,148.927,130.155,154.708,102.35,947361,Flavodoxin 2
fig|511145.12.peg.847,91.8117,74.6736,206.598,172.038,63.0065,108.232,98.7898,102.413,945440,Bis-ABC ATPase YbiT
fig|511145.12.peg.2290,31.7489,19.4692,19.0877,10.9836,73.889,85.3891,89.4001,102.454,946714,"ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA"
fig|511145.12.peg.914,57.9298,38.0603,65.6248,69.7251,46.5466,46.4791,71.7537,102.463,945490,Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)
fig|511145.12.peg.1757,268.094,249.941,137.495,172.607,390.518,336.819,258.083,102.512,946190,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis"
fig|511145.12.peg.2894,59.0858,45.2027,174.624,119.992,116.424,119.073,111.009,102.514,947270,NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)
fig|511145.12.peg.3295,188.78,187.114,242.623,235.445,196.417,173.659,219.023,102.637,947725,"Lipopolysaccharide ABC transporter, ATP-binding protein LptB"
fig|511145.12.peg.4242,192.436,301.999,87.1971,109.183,340.364,236.196,184.082,102.684,948626,L-Proline/Glycine betaine transporter ProP
fig|511145.12.peg.3877,0,0,118.615,114.822,137.915,135.249,109.773,103.053,948260,Ribokinase (EC 2.7.1.15)
fig|511145.12.peg.285,0,0,33.7458,41.512,76.4806,52.8814,74.772,103.505,947351,Prophage CP4-6 integrase
fig|511145.12.peg.3761,118.36,42.4286,450.694,310.747,70.1222,96.854,68.9509,103.54,948158,"Transcriptional regulator SlmA, TetR family"
fig|511145.12.peg.1340,74.9503,41.8746,287.956,278.538,96.7688,306.898,89.5116,103.542,945864,Exoribonuclease II (EC 3.1.13.1)
fig|511145.12.peg.4382,269.582,158.334,46.1359,75.1498,223.976,225.345,255.206,103.638,948777,"Protein YjgK, linked to biofilm formation"
fig|511145.12.peg.758,114.53,135.839,386.697,306.695,701.65,498.408,168.114,104.005,945312,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)
fig|511145.12.peg.3450,170.905,234.998,196.682,147.434,282.884,168.596,198.383,104.057,947860,Protein YhfA
fig|511145.12.peg.2999,311.521,1870.99,575.523,246.665,998.155,1182.73,392.596,104.262,947393,Glycine cleavage system H protein
fig|511145.12.peg.941,67.7581,55.4284,192.983,178.306,33.743,55.6236,56.6499,104.263,945535,Cytidylate kinase (EC 2.7.4.25)
fig|511145.12.peg.1708,202.249,135.502,175.037,208.701,167.788,137.733,108.204,104.372,948855,Tyrosyl-tRNA synthetase (EC 6.1.1.1)
fig|511145.12.peg.1518,55.5853,3.52503,281.047,223.89,284.185,197.711,142.404,104.378,946006,Uncharacterized protein YncE
fig|511145.12.peg.2387,347.841,441.366,88.6594,105.551,200.208,199.704,270.412,104.462,946777,Hexitol phosphatase HxpA (EC 3.1.3.22) (EC 3.1.3.23) (EC 3.1.3.50)
fig|511145.12.peg.1936,46.7385,41.8834,63.5523,61.7183,74.706,86.0454,90.9862,104.582,946375,"Zinc ABC transporter, substrate-binding protein ZnuA"
fig|511145.12.peg.2258,119.61,135.143,333.912,472.403,249.492,400.177,315.54,104.589,0,hypothetical protein
fig|511145.12.peg.1085,35.7417,3.68743,139.388,106.927,5.01434,0,62.8549,105.154,949012,Uncharacterized protein YmdA
fig|511145.12.peg.4544,110.561,164.562,97.7145,125.948,103.466,116.601,129.025,105.206,948918,Phosphoglycerate mutase (EC 5.4.2.11)
fig|511145.12.peg.4163,59.874,125.551,112.384,109.664,235.166,169.722,154.882,105.672,948552,Zinc uptake regulation protein Zur
fig|511145.12.peg.4042,47.9111,35.9141,104.983,66.7149,76.932,127.472,99.8517,105.79,948424,"Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)"
fig|511145.12.peg.2605,144.589,138.131,440.776,422.502,291.18,171.722,188.386,105.807,947334,"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)"
fig|511145.12.peg.1155,185.479,119.496,102.652,77.9917,90.961,43.2444,142.229,105.965,947425,HTH-type transcriptional repressor ComR
fig|511145.12.peg.2328,35.2816,58.5732,12.1648,11.845,28.0753,29.5046,65.4033,105.97,946725,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46) periplasmic (secreted in GramPositives)
fig|511145.12.peg.753,26.6143,21.134,329.412,389.343,276.327,307.132,52.6236,106.149,945402,Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)
fig|511145.12.peg.2521,132.923,94.4117,58.9061,54.6593,224.274,126.734,102.056,106.313,946898,Oxidoreductase UcpA
fig|511145.12.peg.789,319.554,489.361,151.116,102.958,18.615,26.9692,156.761,106.423,945364,"Molybdenum ABC transporter, substrate-binding protein ModA"
fig|511145.12.peg.2119,761.262,447.298,226.831,211.51,167.814,247.931,110.486,106.648,946560,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
fig|511145.12.peg.3602,297.666,253.647,225.703,194.427,275.56,216.281,222.671,106.776,948014,Glutathione reductase (EC 1.8.1.7)
fig|511145.12.peg.4078,118.775,72.2794,66.6397,93.8363,278.621,153.945,149.412,106.94,948456,N-acetylornithine deacetylase (EC 3.5.1.16)
fig|511145.12.peg.1331,33.0332,47.524,27.8253,53.077,62.3683,65.8028,76.1823,107.179,944858,Lipopolysaccharide assembly protein LapB
fig|511145.12.peg.1072,234.057,314.176,170.148,171.151,298.333,197.366,197.804,107.182,948477,Putative hydrolase YcdX (EC 3.1.-.-)
fig|511145.12.peg.1860,61.8842,92.0531,28.4193,32.0977,69.4763,69.7262,81.9984,107.438,946303,Uncharacterized protein YeaK
fig|511145.12.peg.3746,0,0,109.833,94.3791,170.63,140.836,103.862,107.55,948142,"UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)"
fig|511145.12.peg.2655,112.537,86.4797,89.9477,54.9853,82.1978,120.413,52.8343,107.629,947016,Nitrogen regulatory protein P-II
fig|511145.12.peg.2725,0,0,14.8972,15.9065,93.3291,64.1902,77.1796,107.943,947113,Antitoxin RnlB
fig|511145.12.peg.4009,124.668,79.5034,179.38,168.052,466.776,349.309,97.8005,107.952,0,hypothetical protein
fig|511145.12.peg.1067,55.176,35.0668,283.566,290.38,306.663,203.329,210.325,108.326,945584,Transposase InsE for insertion sequence IS3E
fig|511145.12.peg.4492,0,0,3.39663,6.13538,4.13169,7.05419,116.222,108.471,949122,5-methylcytosine-specific restriction enzyme McrB
fig|511145.12.peg.4355,167.937,201.262,89.0219,95.3583,158.99,153.567,105.782,108.493,948741,UPF0131 protein YtfP
